,u,g,r,i,z,class,redshift
82026,18.3033,17.607470000000003,16.9891,16.7297,16.59982,0.0,1.5031889999999998e-05
82036,19.02356,17.56062,16.867,16.55209,16.332060000000002,1.0,0.02281969
82038,18.85144,17.47539,16.79678,16.41904,16.14337,1.0,0.07300465
82043,18.473879999999998,17.43477,17.02666,16.82805,16.64135,1.0,0.02624451
82044,18.93608,17.72994,17.07285,16.63597,16.417370000000002,1.0,0.07082727
82045,18.75424,17.04531,16.220760000000002,15.835370000000001,15.55517,1.0,0.04666947
82054,18.95993,17.41166,16.57775,16.11231,15.7907,1.0,0.07538681
82063,19.08072,17.5185,16.87105,16.61512,16.49311,0.0,8.938970999999999e-05
82072,18.33855,17.2028,16.75098,16.451520000000002,16.25284,1.0,0.05493388
82074,19.01577,17.67141,17.08247,16.82977,16.692339999999998,0.0,6.163452e-05
82077,18.32545,17.09959,16.52662,16.195710000000002,16.02034,1.0,0.04805069
82079,18.37945,17.22619,16.761670000000002,16.58964,16.51351,0.0,0.0001722512
82087,18.97346,17.2965,16.50323,16.03451,15.71817,1.0,0.06799565
82102,19.05213,17.53434,17.00083,16.76436,16.622339999999998,0.0,0.000144259
82111,18.65236,16.93674,16.29645,16.08547,15.971829999999999,0.0,-2.3362710000000003e-05
82114,18.98033,17.831120000000002,17.38826,17.10734,16.918,1.0,0.0528106
82118,18.84703,17.30045,16.634439999999998,16.361710000000002,16.22179,0.0,0.0005028091
82119,18.98496,17.50554,16.77099,16.35592,16.04428,1.0,0.06683741
82145,18.18307,17.28425,17.02516,16.9218,16.902829999999998,0.0,0.0003965149
82146,18.97873,17.45801,16.68263,16.27455,16.02149,1.0,0.06992354
82147,18.168879999999998,17.21946,16.960379999999997,16.7431,16.62781,1.0,0.04266986
82162,19.02506,17.59292,16.952360000000002,16.63027,16.40456,1.0,0.02795877
82174,19.04018,17.61735,16.99169,16.59986,16.36606,1.0,0.06412316
82181,18.86534,17.59941,16.99972,16.62818,16.41805,1.0,0.06701303
82202,18.68749,17.10675,16.4268,16.07583,15.809970000000002,1.0,0.03973408
82207,19.11996,17.42216,16.63491,16.27061,15.96916,1.0,0.04080854
82211,18.90705,17.187479999999997,16.38437,16.0288,15.7297,1.0,0.0402901
82234,19.04427,17.25112,16.41384,16.04618,15.75733,1.0,0.07753331
82248,19.016920000000002,17.46053,16.66691,16.27779,16.00141,1.0,0.07246456
82252,18.952379999999998,17.53862,16.85652,16.48462,16.16272,1.0,0.03611713
82264,18.241410000000002,17.30076,17.07137,16.8643,16.778170000000003,1.0,0.04966582
82266,18.43297,17.17819,16.68479,16.4374,16.2546,1.0,0.01493085
82270,18.86086,17.513360000000002,17.01922,16.67884,16.45114,1.0,0.06920130000000001
82278,19.1879,17.31055,16.38691,15.9499,15.608870000000001,1.0,0.07688761
82280,18.63405,17.13739,16.39515,16.0208,15.66465,1.0,0.03128761
82306,18.45962,17.302629999999997,16.88393,16.62397,16.46107,1.0,0.02711082
82310,18.62086,17.133589999999998,16.40662,15.95915,15.66876,1.0,0.07371187
82354,18.64462,17.43057,16.944029999999998,16.73515,16.666610000000002,0.0,9.949583e-05
82359,18.72587,17.29833,16.66704,16.36426,16.191110000000002,0.0,0.004153254
82371,19.226779999999998,17.897660000000002,17.37821,17.090770000000003,16.912770000000002,1.0,0.06364121
82378,19.018060000000002,17.45226,16.803520000000002,16.5444,16.405929999999998,0.0,9.533994e-05
82401,19.16328,16.904429999999998,16.28266,16.04889,15.921729999999998,0.0,0.0001173721
82404,18.9924,17.41808,16.850360000000002,16.52273,16.31618,1.0,0.06471056
82406,18.15367,16.79274,16.19526,15.85625,15.639529999999999,1.0,0.04430216
82416,19.023320000000002,17.71579,16.991329999999998,16.57041,16.30633,1.0,0.07619968
82420,18.53003,17.43186,17.006520000000002,16.85213,16.7941,0.0,-6.0336260000000004e-06
82425,18.38087,17.253320000000002,16.84666,16.615820000000003,16.509610000000002,1.0,0.03251567
82433,18.78899,17.4501,16.76837,16.41283,16.17117,1.0,0.03865988
82449,18.28004,17.37634,17.02231,16.89575,16.83458,0.0,0.00030816540000000003
82462,18.71058,17.15805,16.38166,15.97781,15.65197,1.0,0.05358749
82466,18.771829999999998,17.1561,16.41605,16.09248,15.82347,1.0,0.03252757
82478,18.70611,17.40661,17.0353,16.72267,16.84599,1.0,0.04509508
82483,18.60377,17.5212,17.010070000000002,16.61468,16.44695,1.0,0.07296430000000001
82489,19.18548,17.367520000000003,16.508779999999998,16.1003,15.78405,1.0,0.06051143
82513,18.64252,17.21963,16.55248,16.19981,15.906310000000001,1.0,0.06575099
82538,19.176660000000002,17.22115,16.340320000000002,15.93494,15.59826,1.0,0.06591658
82552,18.2731,17.32133,17.0139,16.91001,16.89599,0.0,0.0001010992
82565,18.89351,17.4419,16.74101,16.3369,16.039179999999998,1.0,0.07751167
82570,18.189020000000003,17.02169,16.43388,16.11327,15.8931,1.0,0.07862517
82580,18.21568,17.04585,16.56695,16.27937,16.16982,1.0,0.05014331
82585,18.2051,17.18269,16.80086,16.5471,16.37945,1.0,0.03449621
82599,18.470860000000002,17.26489,16.99165,16.88328,16.83977,0.0,0.0004974102
82610,18.45845,17.046470000000003,16.51539,16.33655,16.23067,0.0,-2.5102640000000002e-05
82613,18.70966,17.47385,16.84698,16.50291,16.32818,1.0,0.05269837
82614,18.95375,17.179560000000002,16.388920000000002,16.06417,15.6612,1.0,0.04048393
82618,18.45355,17.2353,16.73776,16.37961,16.21462,1.0,0.06641668
82625,18.664270000000002,17.5028,17.07294,16.78541,16.60029,1.0,0.05154734
82632,18.72811,17.20729,16.485139999999998,16.12483,15.83349,1.0,0.0552008
82638,18.36948,17.043860000000002,16.506529999999998,16.30548,16.18161,0.0,-2.049656e-05
82642,18.91771,17.7773,17.25091,17.0326,16.92517,0.0,9.177415999999999e-05
82658,18.85657,17.79484,17.37718,17.103839999999998,16.93319,1.0,0.05080004
82682,19.032970000000002,17.84593,17.34928,17.08469,16.98121,1.0,0.07518616
82689,19.0331,17.16404,16.37968,15.9942,15.71146,1.0,0.02973803
82690,18.55837,16.97184,16.30076,15.990179999999999,15.78984,1.0,0.02160236
82693,18.322370000000003,17.16096,16.77028,16.577289999999998,16.45965,1.0,0.01210993
82701,18.894560000000002,17.28899,16.594829999999998,16.2783,16.00699,1.0,0.04756837
82706,18.757820000000002,17.63593,17.113120000000002,16.74739,16.55954,1.0,0.06971795
82725,18.57222,17.24381,16.70213,16.49335,16.38788,0.0,3.011857e-05
82740,18.469260000000002,17.000510000000002,16.33735,15.98066,15.76724,1.0,0.05219236
82747,18.82239,17.66379,17.11447,16.78681,16.57077,1.0,0.03872073
82756,18.909270000000003,17.49895,16.936629999999997,16.68145,16.57631,0.0,0.0001388066
82760,18.55961,17.28046,16.56768,16.11071,15.857439999999999,1.0,0.07539637
82766,18.24012,17.0127,16.521060000000002,16.21088,16.03732,1.0,0.07227746
82771,18.74794,17.28793,16.74798,16.55848,16.48787,0.0,1.1712390000000001e-05
82784,18.70595,17.4666,16.97927,16.70209,16.47227,1.0,0.04417704
82788,18.461,17.04048,16.501070000000002,16.29147,16.16356,0.0,0.000134226
82799,18.71252,17.16712,16.59296,16.37226,16.29761,0.0,0.0002752503
82804,18.33551,17.021379999999997,16.57498,16.28375,16.109379999999998,1.0,0.06106171
82807,18.37916,16.91112,16.23834,15.87285,15.60813,1.0,0.04630162
82810,19.04443,17.86095,17.32249,16.97415,16.77015,1.0,0.06083733
82829,18.71162,17.00621,16.26715,15.913929999999999,15.615279999999998,1.0,0.05184456
82831,18.38968,17.517870000000002,17.14811,16.9976,16.94083,0.0,0.0003223846
82832,19.10595,17.783910000000002,17.06658,16.61378,16.30978,1.0,0.06595955
82882,18.513289999999998,17.40589,16.97614,16.70949,16.54315,1.0,0.07574287
82886,19.158520000000003,17.49762,16.67388,16.2131,15.861679999999998,1.0,0.07712460000000002
82906,18.77084,17.44004,16.7376,16.313589999999998,16.031579999999998,1.0,0.06826416
82911,18.76804,17.24128,16.60109,16.238670000000003,15.992479999999999,1.0,0.06482778
82912,18.82626,17.394379999999998,16.65849,16.27393,15.97605,1.0,0.06402887
82925,18.243389999999998,16.972160000000002,16.420289999999998,16.07379,15.847179999999998,1.0,0.06590807
82940,18.7942,17.53207,16.93394,16.500999999999998,16.25197,1.0,0.05749664
82946,19.15556,17.49876,16.50228,16.10269,15.78379,1.0,0.07688475
82948,19.00958,17.5109,16.86714,16.45606,16.228379999999998,1.0,0.06587218
82955,18.20198,16.84688,16.25031,15.88768,15.6258,1.0,0.06238657
82975,18.98376,17.20629,16.462429999999998,16.15736,15.9798,0.0,9.524458000000001e-05
82978,18.78116,17.74926,17.31356,17.08706,16.957639999999998,1.0,0.02943684
82980,18.46211,17.267670000000003,16.695429999999998,16.43852,16.23599,0.0,1.7045710000000003e-05
83019,18.20575,17.15972,16.8726,16.76231,16.77197,0.0,9.207056e-05
83020,18.573929999999997,17.1129,16.566670000000002,16.32871,16.21155,0.0,0.0003282817
83024,18.68879,17.610960000000002,17.21049,16.89465,16.76344,1.0,0.0716232
83029,18.49557,16.9351,16.19719,15.81218,15.56171,1.0,0.05146496
83031,18.48315,17.090510000000002,16.388579999999997,16.0147,15.77165,1.0,0.06118544
83033,18.83526,17.56847,17.074289999999998,16.81956,16.57919,1.0,0.03946922
83065,18.84633,17.34449,16.779329999999998,16.56314,16.487389999999998,0.0,0.0001584627
83074,18.36206,17.41731,17.02722,16.86799,16.80529,0.0,0.0006642928999999999
83081,18.82499,17.73121,17.2096,16.91815,16.69022,1.0,0.04012753
83091,18.876929999999998,17.56362,17.13486,16.83837,16.69715,1.0,0.0549553
83092,18.75666,17.74009,17.240920000000003,16.83012,16.72159,1.0,0.07084750000000001
83096,18.867539999999998,17.73759,17.24157,16.99129,16.77636,1.0,0.029033799999999995
83100,18.47407,17.12621,16.41828,15.98582,15.70181,1.0,0.06031359
83106,18.81085,17.548920000000003,17.0186,16.60387,16.35941,1.0,0.05583799
83108,19.069670000000002,17.46963,16.70701,16.28527,15.951279999999999,1.0,0.04333054
83112,19.198970000000003,17.86671,17.25706,16.9303,16.672279999999997,1.0,0.05802786
83114,18.24814,17.097920000000002,16.5361,16.29772,16.171129999999998,0.0,0.0009284998
83130,18.8646,17.70541,17.12377,16.74982,16.51923,1.0,0.05863094
83133,18.6346,17.2849,16.65448,16.318270000000002,15.99365,1.0,0.03137955
83134,18.81374,17.47666,16.9517,16.60289,16.44519,1.0,0.0662937
83148,19.20588,17.46125,16.87203,16.62235,16.46392,0.0,0.000202958
83186,18.19285,17.2537,17.076320000000003,16.907989999999998,16.76974,1.0,0.03402526
83202,18.71936,17.10969,16.42219,16.04175,15.81355,1.0,0.05463193
83209,18.872320000000002,17.29815,16.52598,16.10799,15.83407,1.0,0.04596756
83224,18.88552,17.60859,17.11214,16.81245,16.62171,1.0,0.05510333
83235,18.71089,17.56046,17.227079999999997,17.107029999999998,16.8717,1.0,0.04690947
83252,18.38627,17.25062,16.737029999999997,16.47729,16.20785,1.0,0.02262679
83253,19.060589999999998,17.747329999999998,17.14686,16.75176,16.5285,1.0,0.0
83272,19.195999999999998,17.37136,16.52131,16.116020000000002,15.82995,1.0,0.07117359
83283,19.208370000000002,17.510679999999997,16.737170000000003,16.40833,16.11555,1.0,0.07615110000000001
83289,18.53223,17.28893,16.76365,16.456789999999998,16.24194,1.0,0.05694208
83315,19.07948,17.642879999999998,17.013170000000002,16.66209,16.41868,1.0,0.02275065
83318,18.89384,17.55384,17.06522,16.79101,16.73149,1.0,0.03812353
83324,18.23487,16.878989999999998,16.21862,15.79309,15.537120000000002,1.0,0.06134052
83327,19.07125,17.31227,16.46525,16.02104,15.764289999999999,1.0,0.0
83360,18.93348,17.24346,16.42696,16.01736,15.75126,1.0,0.0300046
83361,19.083579999999998,17.517139999999998,16.8473,16.51683,16.29489,1.0,0.0288675
83380,18.77223,17.437279999999998,16.8875,16.66891,16.56625,0.0,-1.97273e-05
83383,18.38314,17.24373,16.74619,16.418110000000002,16.197029999999998,1.0,0.05904367
83387,19.14876,17.86678,17.37,17.09846,16.94633,1.0,0.05866605
83389,18.562379999999997,17.57904,17.29139,17.0406,16.93466,1.0,0.04651631
83391,18.256320000000002,17.11186,16.69029,16.32422,16.15459,1.0,0.07148812
83411,18.40919,17.13908,16.54756,16.20492,16.00561,1.0,0.05726065
83435,18.8682,17.14722,16.40465,16.040770000000002,15.77009,1.0,0.03513042
83451,18.90239,17.25023,16.49118,16.05191,15.74675,1.0,0.06303184
83457,18.76193,17.737560000000002,17.25159,16.88255,16.706789999999998,1.0,0.07550003
83460,19.196270000000002,17.80989,17.104589999999998,16.68168,16.421879999999998,1.0,0.07828129
83486,18.20982,17.12527,16.747770000000003,16.47857,16.383979999999998,1.0,0.04173093
83498,19.19029,17.72196,16.976979999999998,16.55084,16.269029999999997,1.0,0.07123184
83510,18.9273,17.55367,16.92106,16.58386,16.30503,1.0,0.03253085
83520,18.85679,17.479039999999998,16.7801,16.39493,16.12211,1.0,0.05270648
83531,18.35661,17.16248,16.58399,16.30648,16.02954,1.0,0.01855737
83553,18.75441,17.63213,17.13951,16.8598,16.74155,1.0,0.04828506
83579,18.69415,17.23159,16.686989999999998,16.49961,16.41093,0.0,1.718227e-05
83587,18.2657,17.114420000000003,16.61714,16.31034,16.104960000000002,1.0,0.06481083
83588,19.11904,17.8082,17.257170000000002,16.90995,16.69555,1.0,0.07858424
83589,19.02234,17.30797,16.512529999999998,16.145129999999998,15.850470000000001,1.0,0.04826324
83604,18.90625,17.10046,16.26051,15.8829,15.57395,1.0,0.056891899999999995
83608,18.87893,17.72439,17.29164,17.01728,16.81811,1.0,0.060746
83611,18.98059,17.15931,16.31544,15.94041,15.64206,1.0,0.06508555
83620,18.218020000000003,17.14228,16.78003,16.5755,16.57934,1.0,0.01997799
83628,18.84369,17.68505,17.16185,16.83756,16.68554,1.0,0.0
83643,18.66905,17.00666,16.34986,16.10551,15.98155,0.0,-3.665e-06
83653,18.63189,17.04963,16.28012,15.826329999999999,15.55875,1.0,0.07080281
83654,18.86265,17.62838,17.09577,16.734579999999998,16.55634,1.0,0.07073405
83660,19.04426,17.38189,16.59968,16.24219,15.98956,1.0,0.04424281
83666,19.144660000000002,17.212220000000002,16.32289,15.895220000000002,15.59491,1.0,0.07185429
83671,18.155739999999998,17.273429999999998,16.98914,16.75893,16.6696,1.0,0.07005800000000001
83675,19.002129999999998,17.865560000000002,17.33788,17.10967,16.97607,0.0,0.000111581
83692,18.71617,17.30431,16.5354,16.11016,15.841829999999998,1.0,0.07103546
83706,18.45954,17.473779999999998,17.152070000000002,17.02797,16.968510000000002,0.0,0.0006743982000000001
83720,19.10847,17.83982,17.37406,17.0868,16.93007,1.0,0.07284562
83739,18.49195,17.11887,16.41972,16.045820000000003,15.826479999999998,1.0,0.06688377
83740,18.81741,17.05474,16.24948,15.87222,15.5958,1.0,0.06773710000000001
83741,18.86638,17.41335,16.85671,16.58313,16.35612,1.0,0.02582026
83742,18.18543,17.308410000000002,16.98294,16.91026,16.87161,0.0,0.0001330538
83759,18.18104,16.91396,16.53259,16.2563,16.08302,1.0,0.052292
83764,18.55963,17.2025,16.70125,16.49608,16.42471,0.0,0.0002925505
83770,18.93011,17.14476,16.4101,16.02834,15.75376,1.0,0.029882
83771,19.04167,17.54431,16.76624,16.33545,16.060979999999997,1.0,0.05032037
83776,18.82469,17.80397,17.334310000000002,17.008029999999998,16.88191,1.0,0.06844046
83786,18.854860000000002,17.68889,17.17535,16.85163,16.6483,1.0,0.061765099999999996
83789,18.7203,17.51988,16.969929999999998,16.52802,16.32631,1.0,0.07114511
83805,18.7261,17.61241,17.14169,16.79402,16.64095,1.0,0.05944267
83823,19.12179,17.58224,16.91607,16.63127,16.49108,0.0,-2.4030129999999998e-05
83833,18.486060000000002,17.5427,17.26484,17.01391,16.83108,1.0,0.0315336
83838,18.153879999999997,16.92142,16.50743,16.24297,16.09336,1.0,0.04946164
83842,18.35815,17.26915,16.78186,16.40546,16.25479,1.0,0.07815646
83866,18.417270000000002,16.949720000000003,16.37122,16.15827,16.05102,0.0,4.97464e-05
83877,18.573529999999998,17.525370000000002,17.108810000000002,16.87486,16.74256,1.0,0.04635758
83878,18.50156,17.32724,16.986520000000002,16.84435,16.80764,0.0,0.0003106957
83880,18.25751,17.01987,16.46174,16.15298,15.90899,1.0,0.02504271
83894,18.36034,16.78835,16.13252,15.86624,15.734110000000001,0.0,0.000415206
83897,19.0148,17.67428,17.14334,16.78934,16.60765,1.0,0.07170667
83901,18.61736,17.35343,16.98466,16.819370000000003,16.88039,1.0,0.007070554000000001
83904,18.47546,17.44846,17.21804,17.03596,16.953570000000003,1.0,0.03766293
83916,18.4984,17.29405,16.81427,16.46669,16.31188,1.0,0.06718715
83926,18.74776,17.06922,16.2845,15.864920000000001,15.559379999999999,1.0,0.05325105
83927,19.22815,17.8136,17.1419,16.73255,16.42845,1.0,0.06606574
83933,18.5969,17.465529999999998,17.01302,16.61476,16.47356,1.0,0.07784760000000002
83936,19.13309,17.53836,16.88816,16.657420000000002,16.53381,0.0,4.7276640000000003e-05
83937,18.4392,17.18352,16.58599,16.25913,16.0654,1.0,0.04292449
83941,18.626279999999998,17.01451,16.42452,16.209,16.1336,0.0,0.0002655578
83950,18.37986,17.084410000000002,16.530739999999998,16.29472,16.160120000000003,0.0,0.0001570458
83952,18.78779,17.77253,17.33863,17.03899,16.8426,1.0,0.07421804
83956,19.0585,17.75665,17.13331,16.78969,16.51024,1.0,0.07827711
83957,18.72635,17.227629999999998,16.70409,16.328310000000002,16.08342,1.0,0.05763396
83960,18.55971,17.386870000000002,17.00623,16.73676,16.62614,1.0,0.06746563
83968,18.63116,17.120160000000002,16.374470000000002,15.962829999999999,15.70602,1.0,0.07162592
83970,19.23795,17.38662,16.56109,16.17277,15.867989999999999,1.0,0.04358234
83987,18.212629999999997,16.91402,16.34458,16.071620000000003,15.9534,0.0,0.0006456701
83988,18.56951,17.628120000000003,17.2732,17.0605,16.93952,1.0,0.03029113
83989,19.011960000000002,17.507279999999998,17.13331,16.90081,16.818089999999998,1.0,0.03933373
83993,18.79263,17.34486,16.558970000000002,16.14862,15.82175,1.0,0.07836992
84003,18.28601,17.09871,16.65074,16.389329999999998,16.24717,1.0,0.04835702
84035,18.63719,17.54141,17.10412,16.82439,16.68551,1.0,0.05969866
84039,19.2468,17.36759,16.476679999999998,16.017229999999998,15.71734,1.0,0.07043263
84055,18.51057,17.435589999999998,17.01435,16.727,16.61634,1.0,0.06971189
84097,19.13405,17.84539,17.367379999999997,17.04986,16.88766,1.0,0.04720708
84100,18.80065,17.35052,16.68937,16.29941,16.010839999999998,1.0,0.07551567
84105,19.17523,17.582320000000003,16.73957,16.271639999999998,15.916310000000001,1.0,0.06690272
84125,18.66585,17.2694,16.70433,16.35791,16.12726,1.0,0.06796818
84134,19.14723,17.265220000000003,16.363570000000003,15.94559,15.59331,1.0,0.07469409
84150,18.68903,17.3983,16.94741,16.788120000000003,16.72253,0.0,2.675321e-05
84151,18.36665,17.20046,16.916829999999997,16.67035,16.61395,0.0,3.971823e-05
84152,18.25241,17.57615,16.31426,16.117639999999998,16.03321,0.0,9.377319e-05
84153,19.06279,17.80998,17.26438,16.99174,16.8421,0.0,0.0003227598
84157,18.44404,17.21199,16.6144,16.260920000000002,15.965179999999998,1.0,0.04650377
84165,18.363210000000002,17.22735,16.749879999999997,16.55711,16.486539999999998,0.0,0.0003807129
84166,18.68959,17.19077,16.3842,15.93061,15.61675,1.0,0.03714576
84183,18.19022,16.9442,16.49556,16.24604,16.037979999999997,1.0,0.03357063
84188,18.26729,17.14555,16.77024,16.57125,16.41391,1.0,0.02139877
84189,18.235329999999998,17.239929999999998,16.90908,16.70838,16.52159,1.0,0.03064821
84190,18.95811,17.11652,16.27755,15.88248,15.5827,1.0,0.05724633
84209,18.40152,17.25541,16.867,16.59958,16.4384,1.0,0.04866784
84210,18.68327,17.61634,17.128239999999998,16.949579999999997,16.713179999999998,1.0,0.0150037
84215,18.755979999999997,17.13392,16.5147,16.27714,16.15374,0.0,0.00011942459999999999
84227,18.68841,17.25294,16.64098,16.28764,16.01081,1.0,0.03623471
84228,18.95201,17.145429999999998,16.28714,15.905479999999999,15.61835,1.0,0.07633278
84237,19.16646,17.259539999999998,16.37867,15.95304,15.6029,1.0,0.05890071
84244,18.68637,17.443179999999998,16.86659,16.55143,16.31322,1.0,0.04480207
84247,18.38501,17.12708,16.65895,16.4168,16.23245,1.0,0.02945605
84254,18.70777,17.64284,17.29761,17.08519,16.98289,1.0,0.0377551
84256,18.35013,17.01811,16.42698,16.07179,15.852229999999999,1.0,0.05983603
84259,19.2187,17.88004,17.19535,16.78419,16.52403,1.0,0.06439499
84265,18.808120000000002,17.57305,17.08152,16.89108,16.798370000000002,0.0,0.000179226
84286,19.21068,17.77251,17.05086,16.61815,16.318360000000002,1.0,0.07141586
84296,19.19674,17.40713,16.68113,16.41096,16.275470000000002,0.0,7.419487e-06
84304,19.08823,17.378410000000002,16.70834,16.46276,16.31146,1.0,0.0
84312,18.394460000000002,17.48254,17.1418,16.83212,16.729960000000002,1.0,0.07202999
84313,18.96521,17.72866,17.10592,16.71205,16.45492,1.0,0.06968888
84321,18.696260000000002,17.22454,16.39518,15.908879999999998,15.55688,1.0,0.06701395
84339,18.73388,17.58609,17.10661,16.92943,16.835079999999998,0.0,0.0009666511
84345,19.10431,17.81979,17.29159,17.00263,16.83548,1.0,0.06391768
84346,18.15326,17.01994,16.61724,16.39388,16.31467,1.0,0.03412233
84355,18.854789999999998,17.159779999999998,16.3292,15.923229999999998,15.62385,1.0,0.04241023
84373,18.27587,17.335279999999997,17.0435,16.93209,16.893179999999997,0.0,0.0008365072
84376,19.19734,17.37817,16.486279999999997,16.06735,15.721070000000001,1.0,0.06387775
84378,18.88541,17.57873,17.01303,16.733929999999997,16.51441,1.0,0.05322639
84399,19.126920000000002,17.75295,17.14542,16.78924,16.511470000000003,1.0,0.06203255
84408,18.296020000000002,17.137079999999997,16.82272,16.68749,16.57859,1.0,0.02148597
84419,18.69939,17.52215,16.969160000000002,16.68131,16.50662,1.0,0.07499678
84431,18.78581,17.01439,16.21501,15.82929,15.542129999999998,1.0,0.02497753
84440,18.5229,17.0841,16.46426,16.12302,15.859279999999998,1.0,0.03928721
84445,18.66528,17.4328,17.023429999999998,16.74644,16.65399,1.0,0.05084399
84458,18.58823,17.46705,17.03371,16.717470000000002,16.57562,1.0,0.07730141
84477,18.2531,16.86085,16.182170000000003,15.82942,15.55365,1.0,0.04079883
84486,19.18962,17.2971,16.56852,16.19925,15.9342,1.0,0.022994999999999998
84488,18.97415,17.166629999999998,16.350360000000002,15.97074,15.69564,1.0,0.06553660000000001
84492,18.87145,17.709210000000002,17.11156,16.77294,16.61159,1.0,0.07821595
84493,19.09552,17.63027,16.8898,16.53742,16.265639999999998,1.0,0.04068899
84502,19.04661,17.87945,17.36947,16.97474,16.79757,1.0,0.06550391
84507,18.26118,16.9343,16.31105,15.94825,15.6921,1.0,0.046632599999999996
84510,18.373260000000002,16.99941,16.33813,15.9833,15.71595,1.0,0.0787355
84516,18.88655,17.66059,17.13506,16.9168,16.78931,0.0,0.00017991779999999998
84519,18.96944,17.19142,16.3688,15.996260000000001,15.700610000000001,1.0,0.06373367
84523,18.787689999999998,17.50365,16.96347,16.63476,16.43536,1.0,0.06591612
84534,19.00703,17.37258,16.68719,16.40405,16.24372,0.0,0.0004978543
84536,18.9794,17.75902,17.30228,16.97561,16.80547,1.0,0.05126946
84582,18.49981,17.17919,16.631120000000003,16.29329,16.146520000000002,1.0,0.06756044
84588,18.36613,17.4213,17.15034,16.86366,16.726760000000002,1.0,0.05138681
84609,19.14997,17.63622,17.04961,16.83935,16.73234,0.0,0.0001834984
84620,19.106920000000002,17.82835,17.267210000000002,16.9007,16.699379999999998,1.0,0.06573079
84629,19.083,17.26002,16.4635,16.07858,15.76591,1.0,0.04555448
84634,18.7823,17.310129999999997,16.57273,16.15577,15.829889999999999,1.0,0.05092881
84635,18.68451,17.418039999999998,16.899820000000002,16.595670000000002,16.35848,1.0,0.07381593
84644,19.04338,17.84293,17.38583,17.09535,16.96617,1.0,0.07777107
84653,18.67485,17.48328,16.931810000000002,16.58203,16.34291,1.0,0.07449707
84665,18.62625,16.88372,16.21378,15.987779999999999,15.866579999999999,0.0,-2.245907e-05
84675,18.379,17.27361,16.8409,16.5021,16.2409,1.0,0.04516147
84681,18.30797,17.090239999999998,16.61202,16.33664,16.1633,1.0,0.04410311
84707,18.42124,17.292,16.88131,16.72824,16.6747,0.0,1.6908529999999998e-05
84719,18.99575,17.55133,16.92555,16.57951,16.38385,1.0,0.07571451
84724,18.22204,17.29157,16.967470000000002,16.64528,16.56254,1.0,0.07125375
84725,18.7632,17.40529,16.80775,16.41467,16.20607,1.0,0.05399863
84726,18.98189,17.2094,16.33406,15.909820000000002,15.616779999999999,1.0,0.06903856
84738,19.00283,17.77509,17.03879,16.654120000000002,16.41447,1.0,0.07244294
84740,18.731479999999998,17.41609,16.8237,16.50222,16.27401,1.0,0.07037999
84762,19.00476,17.68123,17.24162,16.96932,16.83646,1.0,0.04703059
84768,18.287689999999998,17.23565,16.69341,16.32517,16.13253,1.0,0.06885131
84770,18.57258,17.480620000000002,17.07937,16.88335,16.807779999999998,1.0,0.02109921
84776,18.35427,17.39172,17.02673,16.81342,16.6447,1.0,0.02321017
84799,18.18781,17.329079999999998,16.96855,16.754179999999998,16.64154,1.0,0.0307946
84802,18.6256,17.4014,16.94675,16.626089999999998,16.462020000000003,1.0,0.07251797
84815,18.96854,17.581879999999998,17.05977,16.67513,16.69602,1.0,0.05937112
84846,18.7295,17.32613,16.76168,16.52698,16.42012,0.0,6.984329000000001e-05
84852,18.26511,17.12029,16.725279999999998,16.48612,16.30773,1.0,0.02790233
84870,19.159110000000002,17.39776,16.53095,16.129260000000002,15.81654,1.0,0.07012933
84891,18.73348,17.02573,16.218220000000002,15.819870000000002,15.57081,1.0,0.06775369
84912,18.312920000000002,17.304920000000003,16.9504,16.81191,16.71874,0.0,0.0001161189
84936,19.07199,17.49195,16.7575,16.33719,16.07095,1.0,0.03676001
84938,18.70075,17.09914,16.31958,15.854529999999999,15.541579999999998,1.0,0.07449828
84959,18.764979999999998,17.845,17.16631,16.784779999999998,16.575879999999998,0.0,2.3912729999999998e-05
84980,19.002,17.7008,17.099529999999998,16.73291,16.51556,1.0,0.05908618
85012,18.595229999999997,17.18764,16.63975,16.454639999999998,16.358929999999997,0.0,3.357844e-05
85025,18.46465,17.38102,17.07035,16.85632,16.674220000000002,1.0,0.0417864
85028,19.07524,17.422060000000002,16.74495,16.48763,16.36234,0.0,0.00010812139999999999
85033,18.28152,17.32036,16.99336,16.8803,16.81758,0.0,0.001087508
85034,18.58109,17.54399,17.231720000000003,16.95269,16.84004,1.0,0.07600472
85043,18.30665,16.86831,16.20734,15.8471,15.63325,1.0,0.05687718
85066,18.89255,17.76582,17.33231,17.05759,16.89604,1.0,0.04451065
85067,18.87138,17.29276,16.64068,16.39477,16.2717,0.0,0.0001520765
85068,19.23558,17.34058,16.427329999999998,15.943220000000002,15.5564,1.0,0.04592725
85076,18.62247,17.37975,16.97298,16.72804,16.51419,1.0,0.0551316
85107,18.66393,17.44681,16.88435,16.551479999999998,16.33301,1.0,0.03569408
85114,18.55879,17.50224,17.09314,16.88481,16.79867,1.0,0.0315231
85135,18.18001,17.00057,16.57483,16.34974,16.1613,1.0,0.01476822
85147,18.66777,17.4485,16.99662,16.77058,16.64036,1.0,0.02938148
85150,19.24914,17.59989,16.81481,16.35274,15.965879999999999,1.0,0.05277209
